City,Date,MonthNum,Day,Month,Year,AvgTemperature,Avg_Temp
London,1-Jul-2019,7,1,Jul,2019,64.6,64.6
London,2-Jul-2019,7,2,Jul,2019,62.8,62.8
London,3-Jul-2019,7,3,Jul,2019,65,65
London,4-Jul-2019,7,4,Jul,2019,68,68
London,5-Jul-2019,7,5,Jul,2019,70.7,70.7
London,6-Jul-2019,7,6,Jul,2019,67.4,67.4
London,7-Jul-2019,7,7,Jul,2019,63.4,63.4
London,8-Jul-2019,7,8,Jul,2019,65,65
London,9-Jul-2019,7,9,Jul,2019,67.3,67.3
London,10-Jul-2019,7,10,Jul,2019,69.8,69.8
London,11-Jul-2019,7,11,Jul,2019,69.8,69.8
London,12-Jul-2019,7,12,Jul,2019,69.5,69.5
London,13-Jul-2019,7,13,Jul,2019,66.8,66.8
London,14-Jul-2019,7,14,Jul,2019,63.6,63.6
London,15-Jul-2019,7,15,Jul,2019,62.8,62.8
London,16-Jul-2019,7,16,Jul,2019,67.7,67.7
London,17-Jul-2019,7,17,Jul,2019,68.7,68.7
London,18-Jul-2019,7,18,Jul,2019,66.3,66.3
London,19-Jul-2019,7,19,Jul,2019,62.1,62.1
London,20-Jul-2019,7,20,Jul,2019,67.3,67.3
London,21-Jul-2019,7,21,Jul,2019,65.5,65.5
London,22-Jul-2019,7,22,Jul,2019,70.8,70.8
London,23-Jul-2019,7,23,Jul,2019,77.9,77.9
London,24-Jul-2019,7,24,Jul,2019,78.7,78.7
London,25-Jul-2019,7,25,Jul,2019,83.4,83.4
London,26-Jul-2019,7,26,Jul,2019,71.7,71.7
London,27-Jul-2019,7,27,Jul,2019,64.2,64.2
London,28-Jul-2019,7,28,Jul,2019,66.2,66.2
London,29-Jul-2019,7,29,Jul,2019,68.2,68.2
London,30-Jul-2019,7,30,Jul,2019,64.7,64.7
London,31-Jul-2019,7,31,Jul,2019,67.4,67.4
London,1-Aug-2019,8,1,Aug,2019,68.1,68.1
London,2-Aug-2019,8,2,Aug,2019,69,69
London,3-Aug-2019,8,3,Aug,2019,67.7,67.7
London,4-Aug-2019,8,4,Aug,2019,68.6,68.6
London,5-Aug-2019,8,5,Aug,2019,67.9,67.9
London,6-Aug-2019,8,6,Aug,2019,66.6,66.6
London,7-Aug-2019,8,7,Aug,2019,65.5,65.5
London,8-Aug-2019,8,8,Aug,2019,66.8,66.8
London,9-Aug-2019,8,9,Aug,2019,68.4,68.4
London,10-Aug-2019,8,10,Aug,2019,66,66
London,11-Aug-2019,8,11,Aug,2019,65.8,65.8
London,12-Aug-2019,8,12,Aug,2019,60.1,60.1
London,13-Aug-2019,8,13,Aug,2019,62.1,62.1
London,14-Aug-2019,8,14,Aug,2019,60.4,60.4
London,15-Aug-2019,8,15,Aug,2019,65.6,65.6
London,16-Aug-2019,8,16,Aug,2019,61,61
London,17-Aug-2019,8,17,Aug,2019,65.4,65.4
London,18-Aug-2019,8,18,Aug,2019,62.3,62.3
London,19-Aug-2019,8,19,Aug,2019,61.8,61.8
London,20-Aug-2019,8,20,Aug,2019,61.3,61.3
London,21-Aug-2019,8,21,Aug,2019,61.9,61.9
London,22-Aug-2019,8,22,Aug,2019,64.8,64.8
London,23-Aug-2019,8,23,Aug,2019,68.1,68.1
London,24-Aug-2019,8,24,Aug,2019,71.2,71.2
London,25-Aug-2019,8,25,Aug,2019,76.8,76.8
London,26-Aug-2019,8,26,Aug,2019,76.6,76.6
London,27-Aug-2019,8,27,Aug,2019,76.3,76.3
London,28-Aug-2019,8,28,Aug,2019,68.4,68.4
London,29-Aug-2019,8,29,Aug,2019,63.7,63.7
London,30-Aug-2019,8,30,Aug,2019,64.7,64.7
London,31-Aug-2019,8,31,Aug,2019,62.5,62.5
London,1-Sep-2019,9,1,Sep,2019,60.6,60.6
London,2-Sep-2019,9,2,Sep,2019,60.8,60.8
London,3-Sep-2019,9,3,Sep,2019,64.2,64.2
London,4-Sep-2019,9,4,Sep,2019,63,63
London,5-Sep-2019,9,5,Sep,2019,58.6,58.6
London,6-Sep-2019,9,6,Sep,2019,56.7,56.7
London,7-Sep-2019,9,7,Sep,2019,58.1,58.1
London,8-Sep-2019,9,8,Sep,2019,55,55
London,9-Sep-2019,9,9,Sep,2019,56.6,56.6
London,10-Sep-2019,9,10,Sep,2019,60,60
London,11-Sep-2019,9,11,Sep,2019,63.5,63.5
London,12-Sep-2019,9,12,Sep,2019,65.2,65.2
London,13-Sep-2019,9,13,Sep,2019,63.3,63.3
London,14-Sep-2019,9,14,Sep,2019,61.8,61.8
London,15-Sep-2019,9,15,Sep,2019,65.2,65.2
London,16-Sep-2019,9,16,Sep,2019,62.7,62.7
London,17-Sep-2019,9,17,Sep,2019,58.8,58.8
London,18-Sep-2019,9,18,Sep,2019,57.1,57.1
London,19-Sep-2019,9,19,Sep,2019,58.6,58.6
London,20-Sep-2019,9,20,Sep,2019,59.8,59.8
London,21-Sep-2019,9,21,Sep,2019,64.8,64.8
London,22-Sep-2019,9,22,Sep,2019,64,64
London,23-Sep-2019,9,23,Sep,2019,60.7,60.7
London,24-Sep-2019,9,24,Sep,2019,62.3,62.3
London,25-Sep-2019,9,25,Sep,2019,62.8,62.8
London,26-Sep-2019,9,26,Sep,2019,62.1,62.1
London,27-Sep-2019,9,27,Sep,2019,59.4,59.4
London,28-Sep-2019,9,28,Sep,2019,59.6,59.6
London,29-Sep-2019,9,29,Sep,2019,60.8,60.8
London,30-Sep-2019,9,30,Sep,2019,57.4,57.4
London,1-Oct-2019,10,1,Oct,2019,60.2,60.2
London,2-Oct-2019,10,2,Oct,2019,50.7,50.7
London,3-Oct-2019,10,3,Oct,2019,48.9,48.9
London,4-Oct-2019,10,4,Oct,2019,56.2,56.2
London,5-Oct-2019,10,5,Oct,2019,56.4,56.4
London,6-Oct-2019,10,6,Oct,2019,58,58
London,7-Oct-2019,10,7,Oct,2019,55.7,55.7
London,8-Oct-2019,10,8,Oct,2019,56.7,56.7
London,9-Oct-2019,10,9,Oct,2019,54.1,54.1
London,10-Oct-2019,10,10,Oct,2019,56.1,56.1
London,11-Oct-2019,10,11,Oct,2019,59.8,59.8
London,12-Oct-2019,10,12,Oct,2019,52.8,52.8
London,13-Oct-2019,10,13,Oct,2019,56.6,56.6
London,14-Oct-2019,10,14,Oct,2019,55.1,55.1
London,15-Oct-2019,10,15,Oct,2019,55,55
London,16-Oct-2019,10,16,Oct,2019,55.2,55.2
London,17-Oct-2019,10,17,Oct,2019,52.7,52.7
London,18-Oct-2019,10,18,Oct,2019,53.2,53.2
London,19-Oct-2019,10,19,Oct,2019,52.3,52.3
London,20-Oct-2019,10,20,Oct,2019,48.4,48.4
London,21-Oct-2019,10,21,Oct,2019,53,53
London,22-Oct-2019,10,22,Oct,2019,50.4,50.4
London,23-Oct-2019,10,23,Oct,2019,50.1,50.1
London,24-Oct-2019,10,24,Oct,2019,53.3,53.3
London,25-Oct-2019,10,25,Oct,2019,56.2,56.2
London,26-Oct-2019,10,26,Oct,2019,56.7,56.7
London,27-Oct-2019,10,27,Oct,2019,45.7,45.7
London,28-Oct-2019,10,28,Oct,2019,43.6,43.6
London,29-Oct-2019,10,29,Oct,2019,47.9,47.9
London,30-Oct-2019,10,30,Oct,2019,48.5,48.5
London,31-Oct-2019,10,31,Oct,2019,47,47
London,1-Nov-2019,11,1,Nov,2019,55.6,55.6
London,2-Nov-2019,11,2,Nov,2019,53.5,53.5
London,3-Nov-2019,11,3,Nov,2019,48.3,48.3
London,4-Nov-2019,11,4,Nov,2019,48.2,48.2
London,5-Nov-2019,11,5,Nov,2019,49.3,49.3
London,6-Nov-2019,11,6,Nov,2019,44.6,44.6
London,7-Nov-2019,11,7,Nov,2019,45.6,45.6
London,8-Nov-2019,11,8,Nov,2019,40.7,40.7
London,9-Nov-2019,11,9,Nov,2019,40.4,40.4
London,10-Nov-2019,11,10,Nov,2019,45.5,45.5
London,11-Nov-2019,11,11,Nov,2019,45,45
London,12-Nov-2019,11,12,Nov,2019,43.5,43.5
London,13-Nov-2019,11,13,Nov,2019,42.9,42.9
London,14-Nov-2019,11,14,Nov,2019,42.7,42.7
London,15-Nov-2019,11,15,Nov,2019,43.1,43.1
London,16-Nov-2019,11,16,Nov,2019,43.1,43.1
London,17-Nov-2019,11,17,Nov,2019,41.8,41.8
London,18-Nov-2019,11,18,Nov,2019,44.1,44.1
London,19-Nov-2019,11,19,Nov,2019,36.4,36.4
London,20-Nov-2019,11,20,Nov,2019,40.7,40.7
London,21-Nov-2019,11,21,Nov,2019,40.2,40.2
London,22-Nov-2019,11,22,Nov,2019,46.1,46.1
London,23-Nov-2019,11,23,Nov,2019,48.7,48.7
London,24-Nov-2019,11,24,Nov,2019,48.9,48.9
London,25-Nov-2019,11,25,Nov,2019,50.7,50.7
London,26-Nov-2019,11,26,Nov,2019,52.5,52.5
London,27-Nov-2019,11,27,Nov,2019,50.4,50.4
London,28-Nov-2019,11,28,Nov,2019,47.8,47.8
London,29-Nov-2019,11,29,Nov,2019,40.8,40.8
London,30-Nov-2019,11,30,Nov,2019,38.3,38.3
London,1-Dec-2019,12,1,Dec,2019,39.1,39.1
London,2-Dec-2019,12,2,Dec,2019,36.8,36.8
London,3-Dec-2019,12,3,Dec,2019,41,41
London,4-Dec-2019,12,4,Dec,2019,38.9,38.9
London,5-Dec-2019,12,5,Dec,2019,40.2,40.2
London,6-Dec-2019,12,6,Dec,2019,52,52
London,7-Dec-2019,12,7,Dec,2019,49.2,49.2
London,8-Dec-2019,12,8,Dec,2019,49,49
London,9-Dec-2019,12,9,Dec,2019,45.7,45.7
London,10-Dec-2019,12,10,Dec,2019,44.4,44.4
London,11-Dec-2019,12,11,Dec,2019,41.8,41.8
London,12-Dec-2019,12,12,Dec,2019,41.7,41.7
London,13-Dec-2019,12,13,Dec,2019,44.8,44.8
London,14-Dec-2019,12,14,Dec,2019,43.6,43.6
London,15-Dec-2019,12,15,Dec,2019,45.4,45.4
London,16-Dec-2019,12,16,Dec,2019,45,45
London,17-Dec-2019,12,17,Dec,2019,44.1,44.1
London,18-Dec-2019,12,18,Dec,2019,43.7,43.7
London,19-Dec-2019,12,19,Dec,2019,53.1,53.1
London,20-Dec-2019,12,20,Dec,2019,46.8,46.8
London,21-Dec-2019,12,21,Dec,2019,46.8,46.8
London,22-Dec-2019,12,22,Dec,2019,46.5,46.5
London,23-Dec-2019,12,23,Dec,2019,46.9,46.9
London,24-Dec-2019,12,24,Dec,2019,48.9,48.9
London,25-Dec-2019,12,25,Dec,2019,41.6,41.6
London,26-Dec-2019,12,26,Dec,2019,44.6,44.6
London,27-Dec-2019,12,27,Dec,2019,45.1,45.1
London,28-Dec-2019,12,28,Dec,2019,46.4,46.4
London,29-Dec-2019,12,29,Dec,2019,45.1,45.1
London,30-Dec-2019,12,30,Dec,2019,43.7,43.7
London,31-Dec-2019,12,31,Dec,2019,45.1,45.1
London,1-Jan-2020,1,1,Jan,2020,41.5,41.5
London,2-Jan-2020,1,2,Jan,2020,47.7,47.7
London,3-Jan-2020,1,3,Jan,2020,47.5,47.5
London,4-Jan-2020,1,4,Jan,2020,43.6,43.6
London,5-Jan-2020,1,5,Jan,2020,46,46
London,6-Jan-2020,1,6,Jan,2020,45.8,45.8
London,7-Jan-2020,1,7,Jan,2020,48.7,48.7
London,8-Jan-2020,1,8,Jan,2020,52.5,52.5
London,9-Jan-2020,1,9,Jan,2020,52,52
London,10-Jan-2020,1,10,Jan,2020,43,43
London,11-Jan-2020,1,11,Jan,2020,46.4,46.4
London,12-Jan-2020,1,12,Jan,2020,49,49
London,13-Jan-2020,1,13,Jan,2020,46.7,46.7
London,14-Jan-2020,1,14,Jan,2020,50.3,50.3
London,15-Jan-2020,1,15,Jan,2020,47.1,47.1
London,16-Jan-2020,1,16,Jan,2020,48.5,48.5
London,17-Jan-2020,1,17,Jan,2020,45.7,45.7
London,18-Jan-2020,1,18,Jan,2020,39,39
London,19-Jan-2020,1,19,Jan,2020,37.7,37.7
London,20-Jan-2020,1,20,Jan,2020,37.6,37.6
London,21-Jan-2020,1,21,Jan,2020,36.1,36.1
London,22-Jan-2020,1,22,Jan,2020,42,42
London,23-Jan-2020,1,23,Jan,2020,45.3,45.3
London,24-Jan-2020,1,24,Jan,2020,43.6,43.6
London,25-Jan-2020,1,25,Jan,2020,42.9,42.9
London,26-Jan-2020,1,26,Jan,2020,47,47
London,27-Jan-2020,1,27,Jan,2020,45.4,45.4
London,28-Jan-2020,1,28,Jan,2020,40.4,40.4
London,29-Jan-2020,1,29,Jan,2020,42.9,42.9
London,30-Jan-2020,1,30,Jan,2020,50.2,50.2
London,31-Jan-2020,1,31,Jan,2020,51.3,51.3
London,1-Feb-2020,2,1,Feb,2020,50.2,50.2
London,2-Feb-2020,2,2,Feb,2020,50.8,50.8
London,3-Feb-2020,2,3,Feb,2020,48.6,48.6
London,4-Feb-2020,2,4,Feb,2020,44.5,44.5
London,5-Feb-2020,2,5,Feb,2020,40.8,40.8
London,6-Feb-2020,2,6,Feb,2020,38.5,38.5
London,7-Feb-2020,2,7,Feb,2020,41.9,41.9
London,8-Feb-2020,2,8,Feb,2020,48.4,48.4
London,9-Feb-2020,2,9,Feb,2020,50.9,50.9
London,10-Feb-2020,2,10,Feb,2020,45,45
London,11-Feb-2020,2,11,Feb,2020,41.8,41.8
London,12-Feb-2020,2,12,Feb,2020,41.7,41.7
London,13-Feb-2020,2,13,Feb,2020,45.1,45.1
London,14-Feb-2020,2,14,Feb,2020,45.3,45.3
London,15-Feb-2020,2,15,Feb,2020,52.8,52.8
London,16-Feb-2020,2,16,Feb,2020,50,50
London,17-Feb-2020,2,17,Feb,2020,46.2,46.2
London,18-Feb-2020,2,18,Feb,2020,44.4,44.4
London,19-Feb-2020,2,19,Feb,2020,43.6,43.6
London,20-Feb-2020,2,20,Feb,2020,46.1,46.1
London,21-Feb-2020,2,21,Feb,2020,46.1,46.1
London,22-Feb-2020,2,22,Feb,2020,51.8,51.8
London,23-Feb-2020,2,23,Feb,2020,52.3,52.3
London,24-Feb-2020,2,24,Feb,2020,49.1,49.1
London,25-Feb-2020,2,25,Feb,2020,42.6,42.6
London,26-Feb-2020,2,26,Feb,2020,40.3,40.3
London,27-Feb-2020,2,27,Feb,2020,40.1,40.1
London,28-Feb-2020,2,28,Feb,2020,43.5,43.5
London,29-Feb-2020,2,29,Feb,2020,45.5,45.5
London,1-Mar-2020,3,1,Mar,2020,43.9,43.9
London,2-Mar-2020,3,2,Mar,2020,42.2,42.2
London,3-Mar-2020,3,3,Mar,2020,41.2,41.2
London,4-Mar-2020,3,4,Mar,2020,40.5,40.5
London,5-Mar-2020,3,5,Mar,2020,42.3,42.3
London,6-Mar-2020,3,6,Mar,2020,42.3,42.3
London,7-Mar-2020,3,7,Mar,2020,46,46
London,8-Mar-2020,3,8,Mar,2020,49.8,49.8
London,9-Mar-2020,3,9,Mar,2020,45.5,45.5
London,10-Mar-2020,3,10,Mar,2020,54.8,54.8
London,11-Mar-2020,3,11,Mar,2020,51.9,51.9
London,12-Mar-2020,3,12,Mar,2020,45.6,45.6
London,13-Mar-2020,3,13,Mar,2020,47,47
London,14-Mar-2020,3,14,Mar,2020,49,49
London,15-Mar-2020,3,15,Mar,2020,49,49
London,16-Mar-2020,3,16,Mar,2020,45.6,45.6
London,17-Mar-2020,3,17,Mar,2020,48.3,48.3
London,18-Mar-2020,3,18,Mar,2020,52.9,52.9
London,19-Mar-2020,3,19,Mar,2020,44.9,44.9
London,20-Mar-2020,3,20,Mar,2020,44.9,44.9
London,21-Mar-2020,3,21,Mar,2020,43.6,43.6
London,22-Mar-2020,3,22,Mar,2020,44.3,44.3
London,23-Mar-2020,3,23,Mar,2020,43.9,43.9
London,24-Mar-2020,3,24,Mar,2020,46.6,46.6
London,25-Mar-2020,3,25,Mar,2020,44.8,44.8
London,26-Mar-2020,3,26,Mar,2020,44.1,44.1
London,27-Mar-2020,3,27,Mar,2020,45.1,45.1
London,28-Mar-2020,3,28,Mar,2020,44.8,44.8
London,29-Mar-2020,3,29,Mar,2020,40.9,40.9
London,30-Mar-2020,3,30,Mar,2020,42.2,42.2
London,31-Mar-2020,3,31,Mar,2020,42.6,42.6
London,1-Apr-2020,4,1,Apr,2020,41.4,41.4
London,2-Apr-2020,4,2,Apr,2020,48.2,48.2
London,3-Apr-2020,4,3,Apr,2020,49.3,49.3
London,4-Apr-2020,4,4,Apr,2020,48.9,48.9
London,5-Apr-2020,4,5,Apr,2020,57.2,57.2
London,6-Apr-2020,4,6,Apr,2020,55.2,55.2
London,7-Apr-2020,4,7,Apr,2020,54.4,54.4
London,8-Apr-2020,4,8,Apr,2020,58.5,58.5
London,9-Apr-2020,4,9,Apr,2020,59,59
London,10-Apr-2020,4,10,Apr,2020,59,59
London,11-Apr-2020,4,11,Apr,2020,61.6,61.6
London,12-Apr-2020,4,12,Apr,2020,62.3,62.3
London,13-Apr-2020,4,13,Apr,2020,48.2,48.2
London,14-Apr-2020,4,14,Apr,2020,46.3,46.3
London,15-Apr-2020,4,15,Apr,2020,50.6,50.6
London,16-Apr-2020,4,16,Apr,2020,54.2,54.2
London,17-Apr-2020,4,17,Apr,2020,51.2,51.2
London,18-Apr-2020,4,18,Apr,2020,49.8,49.8
London,19-Apr-2020,4,19,Apr,2020,53.1,53.1
